r_start,particle_concentration,particle_diameter,reynolds_number,target
0.35131744,0.4,6,10,0.10674972
-0.63711048,0.4,6,10,0.66963592
0.6841864,0.4,6,10,0.93000488
0.5005986,0.4,6,10,-0.26407082
-0.832518082,0.4,6,10,0.52215806
0.41387542,0.4,6,10,-0.34355156
-0.897885398,0.4,6,10,-0.846095924
-0.16779786,0.4,6,10,-0.3891994
0.38752014,0.4,6,10,-0.7074496
0.91488204,0.4,6,10,0.93000808
-0.1695713,0.4,6,10,0.1911332
-0.72598576,0.4,6,10,0.82660934
0.12768218,0.4,6,10,-0.32655808
0.90197236,0.4,6,10,0.9301117
0.52629714,0.4,6,10,-0.6072329
0.90901032,0.4,6,10,0.92825516
0.88372528,0.4,6,10,0.9300061
0.78062118,0.4,6,10,0.30334136
0.76933044,0.4,6,10,0.93006058
-0.66422264,0.4,6,10,0.45898544
-0.7122154,0.4,6,10,0.02960014
-0.50510872,0.4,6,10,-0.73510882
-0.4644331,0.4,6,10,0.41539474
0.37915818,0.4,6,10,0.25004548
0.21348388,0.4,6,10,-0.71125822
-0.854824256,0.4,6,10,-0.95005126
0.12060066,0.4,6,10,-0.45065846
0.6183574,0.4,6,10,-0.48109902
0.25768342,0.4,6,10,0.48530532
-0.10654502,0.4,6,10,0.11519028
-0.03847374,0.4,6,10,-0.42853692
0.41307662,0.4,6,10,0.8261116
0.20776962,0.4,6,10,0.0204506
0.07836982,0.4,6,10,-0.3857877
0.91624618,0.4,6,10,0.93000046
-0.81738942,0.4,6,10,-0.6382526
0.73454406,0.4,6,10,0.4827069
0.90994278,0.4,6,10,0.9199324
0.27851456,0.4,6,10,0.7188652
-0.66300728,0.4,6,10,-0.950018768
-0.909664754,0.4,6,10,-0.950028844
-0.4500359,0.4,6,10,-0.52622882
-0.4284954,0.4,6,10,0.19273682
-0.898589468,0.4,6,10,-0.95003872
0.74703994,0.4,6,10,-0.5536496
-0.29489296,0.4,6,10,-0.942112846
-0.05115456,0.4,6,10,-0.00792138
0.65431672,0.4,6,10,-0.43036042
-0.18739808,0.4,6,10,0.46350434
0.86460632,0.4,6,10,0.8261058
-0.24100944,0.4,6,10,-0.845948334
0.8359845,0.4,6,10,0.8260991
0.58808442,0.4,6,10,-0.38513416
-0.923075924,0.4,6,10,-0.950055852
0.34471528,0.4,6,10,0.08993888
-0.63706142,0.4,6,10,-0.62462838
0.90126876,0.4,6,10,0.9300061
-0.918691788,0.4,6,10,-0.48901516
0.1115538,0.4,6,10,0.46857712
0.2356665,0.4,6,10,-0.950003982
0.11372894,0.4,6,10,-0.09086708
0.79423538,0.4,6,10,0.5378273
-0.84510746,0.4,6,10,-0.950070514
-0.902452392,0.4,6,10,-0.950023928
-0.2400959,0.4,6,10,-0.14972558
-0.71877652,0.4,6,10,0.08959786
0.44701676,0.4,6,10,0.93000488
-0.60814248,0.4,6,10,-0.846136798
0.10167916,0.4,6,10,-0.69256566
0.8735202,0.4,6,10,0.9300093
-0.58085164,0.4,6,10,-0.13738602
-0.49802376,0.4,6,10,-0.950050754
-0.69368278,0.4,6,10,-0.74221826
-0.4011987,0.4,6,10,-0.27235352
0.5151059,0.4,6,10,-0.32169288
-0.44654716,0.4,6,10,-0.5343998
0.07433892,0.4,6,10,-0.66396782
0.83734146,0.4,6,10,0.70819992
-0.663946,0.4,6,10,-0.846107464
-0.81437014,0.4,6,10,-0.84612568
-0.921566324,0.4,6,10,-0.950015502
-0.51603736,0.4,6,10,0.12080414
-0.3591478,0.4,6,10,-0.95001358
-0.14599998,0.4,6,10,-0.1476001
0.6276471,0.4,6,10,0.00953842
-0.15642624,0.4,6,10,-0.1663739
0.91218064,0.4,6,10,0.93002304
0.71455108,0.4,6,10,-0.01621582
-0.08599,0.4,6,10,0.2251287
-0.50264076,0.4,6,10,-0.38538014
0.73355804,0.4,6,10,-0.32939254
-0.7554321,0.4,6,10,-0.53438526
0.06038772,0.4,6,10,-0.82590126
0.10786126,0.4,6,10,0.52800248
-0.05762794,0.4,6,10,-0.74219334
0.8774031,0.4,6,10,0.93000428
0.85902146,0.4,6,10,-0.08076676
-0.00542152,0.4,6,10,-0.1805436
0.71226304,0.4,6,10,0.21853836
-0.02662484,0.4,6,10,-0.2725747
-0.929696512,0.4,6,10,-0.950078072
-0.905190268,0.4,6,10,-0.950032296
-0.897646512,0.4,6,10,-0.950000992
0.91514556,0.4,6,10,0.93001572
-0.914448576,0.4,6,10,-0.950031186
-0.48921856,0.4,6,10,-0.64179988
0.49871354,0.4,6,10,0.82611328
-0.5891322,0.4,6,10,0.54559388
0.06084214,0.4,6,10,-0.846123734
-0.34199562,0.4,6,10,-0.27756454
-0.11525802,0.4,6,10,0.2984137
-0.43801738,0.4,6,10,0.16744988
0.36981002,0.4,6,10,0.93001404
0.18686028,0.4,6,10,-0.51220276
-0.6030621,0.4,6,10,-0.950046024
0.05911622,0.4,6,10,-0.15772454
0.0266037,0.4,6,10,0.74240128
0.29072526,0.4,6,10,-0.846245708
-0.76070602,0.4,6,10,0.13439896
0.53249176,0.4,6,10,-0.79946232
-0.47243656,0.4,6,10,-0.846121616
-0.78720242,0.4,6,10,-0.941004344
-0.03043052,0.4,6,10,-0.2702195
0.65116654,0.4,6,10,0.93001174
-0.924528904,0.4,6,10,-0.6038741
0.53696824,0.4,6,10,0.33009658
-0.75402112,0.4,6,10,-0.950016504
0.88545028,0.4,6,10,0.76891418
-0.09601066,0.4,6,10,0.21731728
0.61145966,0.4,6,10,-0.51327484
-0.24101098,0.4,6,10,0.63925446
0.25963044,0.4,6,10,-0.3131392
-0.84804512,0.4,6,10,-0.846159058
0.42865448,0.4,6,10,0.9300328
-0.91072237,0.4,6,10,-0.950019026
-0.59112808,0.4,6,10,-0.28953422
-0.6908987,0.4,6,10,-0.74219594
0.41450378,0.4,6,10,0.46053666
0.07311486,0.4,6,10,-0.74221406
0.44744172,0.4,6,10,0.92522476
0.65041366,0.4,6,10,0.47232682
-0.68749488,0.4,6,10,-0.74222598
-0.81664636,0.4,6,10,-0.846133956
0.73326766,0.4,6,10,0.82628982
0.40849534,0.4,6,10,0.93003158
0.37005906,0.4,6,10,0.8261026
0.6687204,0.4,6,10,-0.49151382
-0.12339714,0.4,6,10,-0.56924088
0.6028804,0.4,6,10,-0.49286152
-0.32667488,0.4,6,10,-0.7423892
0.25541854,0.4,6,10,0.03291648
-0.08485008,0.4,6,10,0.0675232
-0.44401088,0.4,6,10,0.67749268
0.5919049,0.4,6,10,-0.61191814
0.36783294,0.4,6,10,-0.22984886
-0.73716134,0.4,6,10,-0.72885356
0.67318436,0.4,6,10,0.9300119
0.44567596,0.4,6,10,0.58453598
0.42898148,0.4,6,10,-0.72710586
-0.3661161,0.4,6,10,-0.64433548
-0.70834624,0.4,6,10,-0.63830932
0.25053154,0.4,6,10,-0.846109638
0.34459274,0.4,6,10,0.44231918
-0.7017057,0.4,6,10,0.61829956
0.44928268,0.4,6,10,-0.74220876
0.3666333,0.4,6,10,0.91885192
-0.15700936,0.4,6,10,0.72210144
-0.72692598,0.4,6,10,-0.95002347
0.4340651,0.4,6,10,0.71580246
-0.00306144,0.4,6,10,0.61819062
0.74444214,0.4,6,10,-0.22777382
-0.2359945,0.4,6,10,-0.08123458
-0.68347588,0.4,6,10,-0.95000897
0.43799424,0.4,6,10,-0.74222264
-0.49284854,0.4,6,10,-0.846139832
0.36698776,0.4,6,10,0.82609344
0.82340622,0.4,6,10,0.82625274
-0.09235932,0.4,6,10,0.3660733
-0.3225505,0.4,6,10,-0.03388252
-0.3176371,0.4,6,10,-0.27445778
0.24821182,0.4,6,10,0.05931434
-0.937746038,0.4,6,10,-0.95003952
-0.47675862,0.4,6,10,-0.950021338
0.35974564,0.4,6,10,-0.74221914
0.88857972,0.5,6,10,0.92997956
-0.3202884,0.5,6,10,-0.01489098
0.75653152,0.5,6,10,0.82755158
-0.866924496,0.5,6,10,-0.50802502
0.91142624,0.5,6,10,0.9300299
0.157081,0.5,6,10,0.17565262
0.58338562,0.5,6,10,0.11725144
0.69527786,0.5,6,10,0.70549468
-0.876884908,0.5,6,10,-0.47199646
0.33239974,0.5,6,10,0.71481354
0.75658554,0.5,6,10,-0.44513534
-0.41196576,0.5,6,10,-0.43059422
-0.33445786,0.5,6,10,0.67170762
0.19944596,0.5,6,10,0.49409194
0.08009338,0.5,6,10,-0.22302872
-0.30519784,0.5,6,10,0.50002624
0.697016,0.5,6,10,0.57031814
0.29514282,0.5,6,10,0.9300261
0.35558898,0.5,6,10,0.7222728
0.19249046,0.5,6,10,0.5177858
-0.19489692,0.5,6,10,0.72222778
-0.850036316,0.5,6,10,-0.950005904
-0.835162544,0.5,6,10,-0.846148758
0.16037056,0.5,6,10,0.30252258
-0.05562698,0.5,6,10,-0.72982116
0.65391342,0.5,6,10,0.33078522
-0.52635848,0.5,6,10,0.45061448
0.24349328,0.5,6,10,0.10060494
-0.31251328,0.5,6,10,-0.43093232
-0.24568878,0.5,6,10,-0.74232746
0.75827148,0.5,6,10,0.82617126
-0.36132218,0.5,6,10,-0.02679946
-0.29356812,0.5,6,10,0.00045952
0.65574112,0.5,6,10,0.82610504
-0.78895324,0.5,6,10,-0.21177116
-0.0989209,0.5,6,10,0.72219422
-0.46809998,0.5,6,10,0.04743126
-0.48493572,0.5,6,10,-0.53602882
-0.935276032,0.5,6,10,-0.949986844
-0.46662274,0.5,6,10,-0.53473794
-0.70303758,0.5,6,10,-0.846202392
0.20461936,0.5,6,10,-0.33436112
-0.42007122,0.5,6,10,-0.53450898
0.51311432,0.5,6,10,-0.43119564
0.6718779,0.5,6,10,0.82616348
-0.18660508,0.5,6,10,0.30264328
-0.61841556,0.5,6,10,-0.74243548
-0.69660854,0.5,6,10,-0.31092926
-0.039122,0.5,6,10,-0.63829452
0.76065704,0.5,6,10,0.30662308
0.49933274,0.5,6,10,-0.65634666
0.2171939,0.5,6,10,0.116092
0.73112946,0.5,6,10,0.82615402
0.84362748,0.5,6,10,0.82606872
-0.11202866,0.5,6,10,-0.6702338
-0.54223156,0.5,6,10,-0.846371726
-0.864433622,0.5,6,10,-0.950049606
0.47663894,0.5,6,10,0.29500976
0.08496628,0.5,6,10,-0.42874264
0.5091182,0.5,6,10,0.72234542
-0.11114464,0.5,6,10,-0.54301162
0.16429626,0.5,6,10,0.27287934
-0.35215988,0.5,6,10,-0.41940774
-0.15006256,0.5,6,10,-0.22248336
-0.13845704,0.5,6,10,0.49888688
0.78974976,0.5,6,10,0.90149796
0.64738372,0.5,6,10,0.50688004
0.19282836,0.5,6,10,0.09540436
0.76082902,0.5,6,10,0.11652192
0.19680198,0.5,6,10,0.6105272
0.21108422,0.5,6,10,0.49837662
0.4452658,0.5,6,10,0.50007096
0.55365006,0.5,6,10,0.51944046
0.38817932,0.5,6,10,0.14676446
0.0017173,0.5,6,10,0.60842286
-0.73383804,0.5,6,10,-0.21496094
-0.850201282,0.5,6,10,-0.84619936
0.41729554,0.5,6,10,0.82612336
0.64855668,0.5,6,10,0.27432418
-0.2018029,0.5,6,10,-0.53429966
-0.60967052,0.5,6,10,0.01955474
0.18684456,0.5,6,10,-0.07672752
0.10050866,0.5,6,10,-0.49368836
-0.918207206,0.5,6,10,-0.93289853
-0.04703934,0.5,6,10,-0.63832084
-0.51511956,0.5,6,10,-0.84607994
-0.6063903,0.5,6,10,-0.63824338
-0.3613308,0.5,6,10,-0.846084996
0.29374374,0.5,6,10,0.408219
-0.7681105,0.5,6,10,-0.81597244
0.167323,0.5,6,10,0.72230866
0.88132996,0.5,6,10,0.9300853
-0.888620902,0.5,6,10,-0.950028902
-0.4816557,0.5,6,10,-0.534608
-0.824844608,0.5,6,10,-0.950002412
0.74560272,0.5,6,10,0.82612228
0.52374894,0.5,6,10,0.61423752
0.58986084,0.5,6,10,-0.846157646
-0.42221406,0.5,6,10,-0.7421706
-0.182322,0.5,6,10,0.51877914
-0.853341294,0.5,6,10,-0.846046906
-0.06969642,0.5,6,10,-0.56901536
-0.15634132,0.5,6,10,0.52409774
0.15769012,0.5,6,10,0.37978424
0.7304544,0.5,6,10,0.93007096
0.81692032,0.5,6,10,0.7928598
-0.1910331,0.5,6,10,-0.74213556
0.2794989,0.5,6,10,-0.60319882
-0.24381278,0.5,6,10,-0.6384991
-0.56212898,0.5,6,10,-0.846084632
-0.2363607,0.5,6,10,-0.32699882
0.51146774,0.5,6,10,0.30973342
0.24144372,0.5,6,10,-0.43081662
0.71202056,0.5,6,10,0.90473984
0.02483048,0.5,6,10,-0.15197402
-0.931703214,0.5,6,10,-0.95000979
-0.00400184,0.5,6,10,-0.430676
-0.10810752,0.5,6,10,-0.47066296
-0.24648834,0.5,6,10,-0.3267974
-0.4470612,0.5,6,10,0.82610566
0.40565552,0.5,6,10,0.38380234
0.5704097,0.5,6,10,0.82644318
0.36202088,0.5,6,10,0.61062286
0.62767838,0.5,6,10,0.82636764
-0.36537102,0.5,6,10,0.36363708
-0.20958106,0.5,6,10,0.77022568
-0.925877476,0.5,6,10,-0.915196438
0.05442428,0.5,6,10,0.72243622
0.09694564,0.5,6,10,0.27517228
0.76891938,0.5,6,10,0.1022261
0.09359528,0.5,6,10,0.93000794
0.32750396,0.5,6,10,-0.55217376
-0.71040192,0.5,6,10,-0.846116086
-0.2660247,0.5,6,10,0.1004844
0.53837326,0.5,6,10,0.67170608
0.5558844,0.5,6,10,-0.24671348
0.54278488,0.5,6,10,-0.2230294
-0.0711,0.5,6,10,-0.23318954
0.3739534,0.5,6,10,0.01987862
-0.27428582,0.5,6,10,-0.36651336
-0.7135387,0.5,6,10,-0.846127052
-0.60113746,0.5,6,10,-0.28848282
-0.857019692,0.5,6,10,-0.950020896
0.84762696,0.5,6,10,0.82609604
0.23772004,0.5,6,10,0.50419236
0.83076172,0.5,6,10,0.82606888
0.4718309,0.5,6,10,-0.0809497
0.65261704,0.5,6,10,0.67521378
-0.69407596,0.5,6,10,-0.924020958
-0.46430436,0.5,6,10,-0.63845294
0.07576156,0.5,6,10,-0.54580956
-0.55049164,0.5,6,10,0.55070908
-0.24797486,0.5,6,10,-0.11800262
0.76580062,0.5,6,10,0.8260373
0.45680192,0.5,6,10,0.4531569
0.35385528,0.5,6,10,0.4242833
-0.876505498,0.5,6,10,-0.950005732
0.27573884,0.5,6,10,0.63303298
-0.41343922,0.5,6,10,-0.11916726
-0.42807034,0.5,6,10,-0.63842334
-0.00686386,0.5,6,10,-0.53455498
0.5528209,0.5,6,10,-0.0077652
-0.44105912,0.5,6,10,0.2358368
0.41636582,0.5,6,10,0.39812226
-0.77779414,0.5,6,10,-0.53436516
-0.0515902,0.5,6,10,0.4945189
0.3924118,0.5,6,10,0.61832108
-0.884497022,0.5,6,10,-0.950171084
0.09257866,0.5,6,10,-0.21077736
0.18765304,0.5,6,10,-0.24685494
-0.77975538,0.5,6,10,-0.846120148
0.32504136,0.5,6,10,0.0228276
-0.56803466,0.5,6,10,-0.84608673
-0.56032958,0.5,6,10,-0.846092396
-0.18075036,0.5,6,10,-0.11915398
0.39974198,0.5,6,10,0.72415176
0.35291138,0.5,6,10,-0.11912674
-0.81697798,0.5,6,10,-0.950066476
0.9108899,0.5,6,10,0.93007416
-0.17886506,0.5,6,10,0.19997742
0.12346718,0.5,6,10,-0.02099534
0.56421096,0.5,6,10,0.83151536
-0.77293712,0.5,6,10,-0.950018224
0.2964354,0.5,6,10,0.21182946
-0.8105679,0.5,6,10,-0.846113472
-0.43717984,0.5,6,10,-0.11514602
0.29008728,0.5,6,10,0.31430892
0.6468425,0.5,6,10,0.5333934
-0.66898918,0.5,6,10,-0.8461767
-0.927263842,0.5,6,10,-0.95003046
0.37827392,0.5,6,10,-0.3268406
0.05928826,0.5,6,10,-0.22296166
0.0826825,0.5,6,10,0.20044732
-0.31498704,0.5,6,10,0.6516919
0.02020218,0.5,6,10,-0.40568878
0.5359726,0.5,6,10,0.60534302
0.60873322,0.5,6,10,-0.84612175
0.21586776,0.5,6,10,-0.32677688
-0.42998828,0.5,6,10,0.44509812
-0.31376808,0.5,6,10,-0.81670856
0.15851792,0.5,6,10,0.72265518
0.17818458,0.5,6,10,-0.46915878
-0.17555366,0.5,6,10,-0.71555486
-0.19137466,0.5,6,10,-0.63824032
0.7200563,0.5,6,10,0.30172348
-0.63002124,0.5,6,10,-0.74223962
-0.37765556,0.5,6,10,-0.2229145
0.28696122,0.5,6,10,0.35565048
0.83184952,0.5,6,10,0.9300261
-0.81846818,0.5,6,10,-0.844428672
0.32659606,0.5,6,10,0.25644928
0.39153244,0.5,6,10,-0.35885162
-0.03075242,0.5,6,10,-0.5205579
-0.71024548,0.5,6,10,-0.950044054
0.91890122,0.5,6,10,0.82622894
0.2901892,0.5,6,10,-0.00925164
-0.939481496,0.5,6,10,-0.948307796
-0.32189002,0.5,6,10,-0.6383382
-0.1620301,0.5,6,10,-0.53449196
0.69094208,0.5,6,10,0.82451156
0.77905152,0.5,6,10,0.82626358
-0.39995224,0.5,6,10,-0.74218892
0.18032898,0.5,6,10,-0.47069118
0.05235756,0.5,6,10,-0.08166504
-0.44121784,0.5,6,10,-0.846079598
-0.890564756,0.5,6,10,-0.949947224
0.60983292,0.5,6,10,-0.00042694
0.40914002,0.5,6,10,0.71219818
0.46482696,0.5,6,10,0.82611862
0.36246598,0.5,6,10,-0.2230394
-0.7228563,0.5,6,10,-0.846082364
-0.1475402,0.5,6,10,0.82611572
0.73371246,0.5,6,10,0.82620376
0.36336228,0.5,6,10,-0.32659606
0.36778274,0.5,6,10,-0.72062376
-0.828995838,0.5,6,10,-0.950003262
0.91382218,0.5,6,10,0.92275986
-0.5042324,0.5,6,10,-0.7421795
-0.39728542,0.5,6,10,0.13203064
-0.14647362,0.5,6,10,-0.1881836
0.41506394,0.5,6,10,-0.19532822
-0.27154198,0.5,6,10,-0.62819798
-0.2076207,0.5,6,10,0.18623992
-0.38981712,0.5,6,10,-0.67700794
-0.74427872,0.5,6,10,-0.13069656
0.13051376,0.5,6,10,-0.53460666
-0.68109856,0.5,6,10,-0.7423703
0.18515274,0.5,6,10,-0.6383073
0.10598946,0.5,6,10,0.54601074
-0.10731948,0.5,6,10,-0.43054898
0.62192718,0.5,6,10,0.61826446
-0.35274514,0.5,6,10,-0.74220926
-0.25378792,0.5,6,10,-0.74219514
-0.937492524,0.5,6,10,-0.95000422
-0.1932389,0.5,6,10,-0.5344561
-0.44714058,0.5,6,10,-0.63841362
-0.65204582,0.5,6,10,-0.950005618
-0.61276166,0.5,6,10,-0.94998272
0.10182526,0.5,6,10,0.36698472
-0.21923034,0.5,6,10,0.0024553
0.16052764,0.5,6,10,0.41128936
-0.0438935,0.5,6,10,0.19910446
0.44754592,0.5,6,10,0.60332046
-0.830405446,0.5,6,10,-0.843136138
-0.872786828,0.5,6,10,-0.846112422
-0.42870708,0.5,6,10,-0.846116334
-0.213862,0.5,6,10,-0.74222596
0.0139212,0.5,6,10,-0.52907162
-0.12446258,0.5,6,10,-0.37484718
-0.58345906,0.5,6,10,0.35065186
0.0753785,0.5,6,10,0.62722474
0.1669831,0.5,6,10,0.7220427
-0.52029366,0.5,6,10,-0.66183216
0.58259658,0.5,6,10,0.72219254
-0.27045494,0.5,6,10,0.15160476
0.03225006,0.5,6,10,0.15371948
-0.36016022,0.5,6,10,-0.27026032
-0.847285156,0.5,6,10,-0.95002667
0.17898774,0.5,6,10,-0.11893502
0.26766724,0.5,6,10,0.17634476
0.1904844,0.5,6,10,-0.21332322
0.3055577,0.5,6,10,0.6320784
0.30334046,0.5,6,10,-0.3655236
0.85123718,0.5,6,10,0.93001632
-0.81735466,0.5,6,10,-0.846171036
0.57028794,0.5,6,10,0.63279006
0.62942474,0.5,6,10,0.15172394
-0.64528324,0.5,6,10,0.5681015
-0.04064086,0.5,6,10,-0.51823146
-0.58884632,0.5,6,10,-0.43040272
0.5468637,0.5,6,10,-0.846155872
0.78457656,0.5,6,10,0.82609376
-0.52227626,0.5,6,10,0.33342728
-0.04177314,0.5,6,10,-0.32666526
0.6060254,0.5,6,10,0.6563124
-0.71694678,0.5,6,10,-0.832507744
0.2227707,0.5,6,10,-0.0796975
0.27261398,0.5,6,10,0.69119232
0.55398468,0.5,6,10,-0.0477124
0.02580162,0.5,6,10,0.6169217
-0.43162944,0.5,6,10,-0.950000406
0.68495178,0.5,6,10,0.48095794
0.7845668,0.5,6,10,0.54238038
-0.77293392,0.5,6,10,-0.846116294
0.62322114,0.5,6,10,0.82666932
0.14644134,0.5,6,10,0.3862564
0.6317595,0.5,6,10,0.82608184
-0.910662488,0.5,6,10,-0.95001823
0.3868541,0.5,6,10,0.05878754
-0.76501996,0.5,6,10,-0.846098804
0.30921738,0.5,6,10,-0.68630726
0.28858154,0.5,6,10,0.82616134
-0.08426834,0.5,6,10,-0.32701568
-0.58547908,0.5,6,10,-0.71500332
0.29729614,0.5,6,10,-0.0112078
0.82257568,0.5,6,10,0.93003784
-0.43756992,0.5,6,10,-0.74395288
0.77640548,0.5,6,10,0.81479264
0.5297226,0.5,6,10,0.46581818
0.4894667,0.5,6,10,0.61010498
-0.87180482,0.5,6,10,-0.95004807
-0.66288654,0.5,6,10,-0.95002439
0.52341294,0.5,6,10,-0.32687806
-0.27675544,0.5,6,10,-0.43093086
-0.01545944,0.5,6,10,0.61831542
0.43847992,0.5,6,10,0.68161132
-0.822040004,0.5,6,10,-0.63820866
-0.7255185,0.5,6,10,-0.2225615
0.16095382,0.5,6,10,-0.58796962
-0.53694882,0.5,6,10,-0.2706318
0.43093232,0.5,6,10,0.65776978
-0.903712378,0.5,6,10,-0.950025734
0.69434844,0.5,6,10,0.93001724
0.84975068,0.5,6,10,0.93000732
-0.48570934,0.5,6,10,0.24412468
-0.3651104,0.5,6,10,-0.63396568
-0.5713921,0.5,6,10,-0.84618454
-0.77914296,0.5,6,10,-0.846115952
-0.59896512,0.5,6,10,-0.846115188
0.0206411,0.5,6,10,-0.15066506
0.59769516,0.5,6,10,0.3424823
-0.6931688,0.5,6,10,-0.7422512
0.14201546,0.5,6,10,0.3972911
-0.56605904,0.5,6,10,-0.846021938
0.19622788,0.5,6,10,0.03823372
0.81531982,0.5,6,10,0.82612
-0.50184006,0.5,6,10,-0.3263639
0.35610122,0.5,6,10,0.82608262
-0.16181748,0.5,6,10,-0.58375358
-0.0566986,0.5,6,10,-0.846082038
-0.0145227,0.5,6,10,-0.53453152
-0.43715576,0.5,6,10,-0.50994274
0.56597748,0.5,6,10,-0.2230577
-0.582487,0.5,6,10,-0.55276478
-0.74879446,0.5,6,10,-0.95000156
-0.63674302,0.5,6,10,0.32492096
-0.15226334,0.5,6,10,-0.6383147
-0.74379106,0.5,6,10,-0.846105214
-0.914776392,0.5,6,10,-0.950036044
-0.890670186,0.5,6,10,-0.950007452
-0.19374352,0.5,6,10,-0.73584834
-0.937634068,0.5,6,10,-0.950015226
0.62631286,0.5,6,10,0.2376133
0.80144134,0.5,6,10,0.48060592
0.5630452,0.5,6,10,0.93023102
-0.62761364,0.5,6,10,-0.84611061
0.0888861,0.5,6,10,-0.43069774
0.02277946,0.5,6,10,-0.47703674
-0.46446488,0.5,6,10,-0.950026398
0.61495956,0.5,6,10,0.82613204
-0.80645252,0.5,6,10,-0.950048786
0.87461776,0.5,6,10,0.9300351
-0.7561731,0.5,6,10,-0.846195832
-0.23623542,0.5,6,10,-0.74194824
0.52257752,0.5,6,10,0.82625702
0.44277404,0.5,6,10,0.42242904
0.37499024,0.5,6,10,-0.06329636
0.5458017,0.5,6,10,0.20221268
-0.895268536,0.5,6,10,-0.949776316
-0.920743218,0.5,6,10,-0.950010604
0.90982406,0.5,6,10,0.93005096
-0.11531022,0.5,6,10,0.681212
-0.3151728,0.5,6,10,0.16764672
-0.79971158,0.5,6,10,-0.852953282
-0.24981682,0.5,6,10,0.02674576
0.0974337,0.5,6,10,-0.01295906
0.3588916,0.5,6,10,0.73008712
-0.07965576,0.5,6,10,-0.3264421
-0.53601806,0.5,6,10,-0.74216364
0.89221862,0.5,6,10,0.93002396
0.58313674,0.5,6,10,0.66240418
0.91223404,0.5,6,10,0.93002716
-0.09100112,0.5,6,10,-0.0144374
-0.70607202,0.5,6,10,-0.846099624
-0.917862912,0.5,6,10,-0.950021792
0.10228814,0.5,6,10,0.29092316
0.63262802,0.5,6,10,0.19383598
0.8025064,0.5,6,10,0.93000962
0.70655242,0.5,6,10,0.8261052
-0.19124062,0.5,6,10,-0.45314118
-0.37460334,0.5,6,10,-0.74211494
0.3995816,0.5,6,10,0.815587
-0.47399272,0.5,6,10,0.01250168
-0.888320284,0.5,6,10,-0.9203897
-0.28839692,0.5,6,10,-0.19466598
-0.0484951,0.5,6,10,-0.2296598
0.48472718,0.5,6,10,0.82615402
-0.18264312,0.5,6,10,-0.213042
-0.26950286,0.5,6,10,-0.63467678
0.18488968,0.5,6,10,-0.20659066
-0.6861882,0.5,6,10,-0.63823158
-0.69180722,0.5,6,10,-0.950011178
0.91480606,0.5,6,10,0.93000962
0.00041152,0.5,6,10,-0.21425538
-0.42589576,0.5,6,10,0.06214088
-0.53912876,0.5,6,10,0.61278092
-0.55038856,0.5,6,10,-0.74218906
0.03949448,0.5,6,10,-0.32170792
-0.08819694,0.5,6,10,-0.43291676
0.13853844,0.5,6,10,-0.05555848
-0.60056004,0.5,6,10,-0.846163636
0.66915558,0.5,6,10,-0.21750466
0.57854264,0.5,6,10,0.82610398
0.4241652,0.5,6,10,0.82610474
0.05257972,0.5,6,10,0.03882766
0.79025864,0.5,6,10,0.29244034
0.45394622,0.5,6,10,0.58767838
-0.18245422,0.5,6,10,-0.15167854
-0.869871502,0.5,6,10,-0.74217988
-0.22670228,0.5,6,10,-0.74250674
0.42174836,0.5,6,10,0.71582306
0.68773072,0.5,6,10,0.8262854
0.40867156,0.5,6,10,0.4351831
0.77066346,0.5,6,10,0.82609208
-0.31683532,0.5,6,10,0.930018
-0.875428752,0.5,6,10,-0.950001016
0.28926208,0.5,6,10,0.59453858
-0.47750058,0.5,6,10,-0.81148672
0.7529715,0.5,6,10,0.66547836
-0.2787648,0.5,6,10,-0.53469024
0.06499482,0.5,6,10,0.70445374
0.33329254,0.5,6,10,0.52886978
-0.60731906,0.5,6,10,-0.846091538
-0.03224426,0.5,6,10,0.36949616
-0.53433438,0.5,6,10,-0.950001288
-0.48632736,0.5,6,10,0.19243888
0.90244842,0.5,6,10,0.93001786
-0.06060944,0.5,6,10,-0.1188301
0.04033836,0.5,6,10,0.62613144
0.18582238,0.5,6,10,-0.01121682
0.7290448,0.5,6,10,0.93008132
0.34722274,0.5,6,10,0.10516068
0.52082672,0.5,6,10,0.30328476
-0.16201782,0.5,6,10,-0.846099682
-0.938049736,0.5,6,10,-0.884332266
-0.2425483,0.5,6,10,-0.63836826
0.49234528,0.5,6,10,0.3657988
-0.869752036,0.5,6,10,0.00406678
-0.48972518,0.5,6,10,-0.846120796
0.55640976,0.5,6,10,0.58453782
0.03615494,0.5,6,10,-0.3269101
-0.12209672,0.5,6,10,0.26083618
0.91857604,0.5,6,10,0.92020294
0.31609512,0.5,6,10,0.33903976
0.86782914,0.5,6,10,0.9302745
-0.09862786,0.5,6,10,-0.40476246
0.90197602,0.5,6,10,0.82609482
-0.1784105,0.5,6,10,-0.6382761
0.67051116,0.5,6,10,0.72207032
0.03743278,0.5,6,10,-0.22301742
-0.17480194,0.5,6,10,-0.53459668
-0.52315304,0.5,6,10,-0.17136368
0.56393768,0.5,6,10,0.82615386
-0.57288292,0.5,6,10,-0.74229642
-0.75228336,0.5,6,10,-0.74227294
0.25295974,0.5,6,10,-0.53130948
0.01922714,0.5,6,10,-0.846082306
-0.11689102,0.5,6,10,0.2640242
-0.50492622,0.5,6,10,-0.74218728
0.72581878,0.5,6,10,0.57244004
